,startdate,enddate,status,ipaddress,progress,duration_in_seconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,id,captcha,donate_3,donate_6,att_cause_1,att_cause_2,att_cause_3,att_brand_1,att_brand_2,att_brand_3,pur,sbc_4,sbc_5,sbc_6,sbc_7,sbc_8,sbc_9,sbc_10,manip,know2,know,colin,hrc_fam,explain,age,gen,polid_1,polid_2,polid_3,polit,polit_4_text,sbcavg,att_cause
64,9/4/18 16:02,9/4/18 16:06,0,71.32.173.156,100,225,1,9/4/18 16:06,R_1GK88ZlB5ikh1ON,NA,NA,NA,NA,41.67770386,-85.57119751,anonymous,EN,A1CY7IOJ9YH136,qGphJD,0,10,7,6,6,5,5,5,5,25,25,0,0,0,0,25,Colin Kaepernick being named as the face of Nike,1,1,1,5,knowledge of current events related to a particular brand,49,2,3,2,2,3,,10.71428571,6.333333333
65,9/4/18 16:03,9/4/18 16:06,0,173.184.227.245,100,176,1,9/4/18 16:06,R_1dfMS6mWKarU5iH,NA,NA,NA,NA,41.64649963,-80.1733017,anonymous,EN,A34NQLX8H5QC75,qGphJD,0,10,1,1,1,3,3,3,1,1,1,1,1,1,1,5,No,0,0,1,3,I believe this survey was designed to test peoples loyalty to brands vs peoples loyalty to movements.,29,1,5,5,5,1,,1.571428571,1
66,9/4/18 16:03,9/4/18 16:06,0,75.83.26.93,100,205,1,9/4/18 16:06,R_2xEP8Iv76h4innR,NA,NA,NA,NA,34.17219543,-118.3789978,anonymous,EN,A25AR38170FH1F,qGphJD,2,8,6,6,6,5,5,5,6,61,64,58,43,44,52,68,They are using Colin Kapernick in a more visible way in their advertising,1,1,1,5,This survey is designed to test how much attitudes toward Nike might change or be influenced by Colin Kapernick and the BLM being involved with them.,26,1,2,2,3,3,,55.71428571,6
67,9/4/18 16:01,9/4/18 16:06,0,72.204.33.63,100,306,1,9/4/18 16:06,R_2dMwsQim8R5FYZp,NA,NA,NA,NA,36.17370605,-94.08000183,anonymous,EN,anybambccqv8y,qGphJD,2,8,5,4,5,7,6,6,6,51,67,46,22,41,40,63,"Nike chose Colin Kapernick to do an ad, even though he is not allowed to play for the NFL due to his kneeling for the National Anthem.",1,1,1,5,To see if we still identified with Nike even after they chose a inflammatory figure for their new campaign ad.,35,2,3,3,5,2,,47.14285714,4.666666667
68,9/4/18 16:03,9/4/18 16:06,0,75.9.94.179,100,191,1,9/4/18 16:06,R_3MxQW8L5aT2hqYb,NA,NA,NA,NA,42.97729492,-87.89409637,anonymous,EN,A1LUQGT0APV2EI,qGphJD,5,5,4,4,4,3,3,3,3,0,0,0,0,0,0,0,Nike uses sweatshops,0,0,0,4,Racial bias,20,2,3,3,3,3,,0,4
69,9/4/18 16:03,9/4/18 16:06,0,73.203.2.155,100,167,1,9/4/18 16:06,R_1OGMMlnDLp9hAxd,NA,NA,NA,NA,39.48950195,-104.767601,anonymous,EN,A38S1M9I6HIBJG,qGphJD,0,10,1,1,1,2,2,1,1,0,0,0,0,0,0,0,Nike signed Colin Kaepernick.,1,1,1,6,How the signing of Colin changed peoples opinion of Nike.,43,1,5,6,5,1,,0,1
70,9/4/18 16:01,9/4/18 16:06,0,104.57.80.64,100,282,1,9/4/18 16:06,R_24JbcH4OIJ4znxQ,NA,NA,NA,NA,29.65190125,-95.47879791,anonymous,EN,ADKBTSKPX195Q,qGphJD,3,7,6,7,6,5,5,4,6,43,53,51,31,38,26,50,Colin Kaepernick is the face of a new Nike ad campaign.,1,1,1,6,If there is any relationship between athletes involved in protest and Nike's new ad campaign being targeted at the same group.,47,1,2,3,1,3,,41.71428571,6.333333333
71,9/4/18 16:03,9/4/18 16:06,0,208.38.240.182,100,191,1,9/4/18 16:06,R_1jZdO28HgnTSz1l,NA,NA,NA,NA,40.4223938,-86.80310059,anonymous,EN,A2YUCJ28XANFOX,qGphJD,0,10,1,1,1,4,4,4,2,0,0,0,0,0,0,50,no,0,0,0,4,i'm not certain,33,2,7,7,7,1,,7.142857143,1
72,9/4/18 16:03,9/4/18 16:06,0,71.15.192.209,100,173,1,9/4/18 16:06,R_3r1fgF6LSgwiysZ,NA,NA,NA,NA,45.77200317,-110.9348984,anonymous,EN,A1SNC8UL8YFRH5,qGphJD,9,1,6,6,6,4,4,4,5,30,30,50,30,30,30,50,I haven't heard anything recently,0,0,1,4,"It seemed like Black Lives Matter and Nike are related somehow, and I was tested for that knowledge",27,1,1,1,1,3,,35.71428571,6
73,9/4/18 16:03,9/4/18 16:06,0,75.161.109.38,100,210,1,9/4/18 16:06,R_25L1jwMwk1CwFOC,NA,NA,NA,NA,35.2467041,-106.7231979,anonymous,EN,A2D3TXA2QAVPXW,qGphJD,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes. They signed poor dickweed colin because he """"was willing to give up everything"""". A crock of shit.",1,1,1,7,racist responses,59,1,5,5,5,1,,1,1
74,9/4/18 16:04,9/4/18 16:06,0,174.255.147.108,100,160,1,9/4/18 16:06,R_1Q6ecVtEXYtMiZl,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,A24KPWVBH8PDJO,qGphJD,1,9,4,4,4,5,6,5,7,47,74,61,80,70,64,83,They stand with Kaepernik and his views openly.,1,1,1,5,This survey was designed to test how people view the BLM group and a brand associated with it.,24,1,2,2,3,3,,68.42857143,4
75,9/4/18 16:04,9/4/18 16:06,0,24.220.156.180,100,128,1,9/4/18 16:06,R_WqAaw35Xp3b0ush,NA,NA,NA,NA,47.87190247,-97.15029907,anonymous,EN,A1S6QWSCBRYSFZ,qGphJD,0,10,4,4,4,4,4,4,5,0,0,0,0,0,0,0,No.,0,0,0,4,Brands and associations with social issues.,30,2,3,2,3,3,,0,4
76,9/4/18 16:02,9/4/18 16:06,0,5.107.97.24,100,259,1,9/4/18 16:06,R_2PjsAGtjsxswAKV,NA,NA,NA,NA,25.3572998,55.40330505,anonymous,EN,A1B9586FRGMUQ2,qGphJD,5,5,6,6,6,5,5,5,5,50,50,50,50,50,50,56,new releases,0,0,1,4,to test to see where my values allign,20,2,4,4,4,2,,50.85714286,6
77,9/4/18 16:05,9/4/18 16:07,0,136.62.165.210,100,109,1,9/4/18 16:07,R_pDCoaztQD0zCwJX,NA,NA,NA,NA,30.20759583,-97.85870361,anonymous,EN,AQ87JS0C2VVAK,qGphJD,1,9,6,7,6,6,7,7,7,61,71,71,69,73,75,75,sponsored kapernick,1,1,1,6,if Im a racist old white man,25,1,1,1,1,3,,70.71428571,6.333333333
78,9/4/18 16:01,9/4/18 16:07,0,73.215.54.67,100,327,1,9/4/18 16:07,R_2pYywWKjaOUtbbp,NA,NA,NA,NA,40.42930603,-74.42030334,anonymous,EN,A1IJ56N5Z4TT46,qGphJD,0,10,1,1,1,2,2,2,2,10,10,10,10,10,10,10,They recently signed on Colin Kaepernick to an endorsement deal.,1,1,1,6,Does the BLM movement affect how you perceive companies that align themselves with said movement.,55,1,5,5,6,2,,10,1
79,9/4/18 16:04,9/4/18 16:07,0,50.83.82.32,100,164,1,9/4/18 16:07,R_1cURc0CWEzv8rYk,NA,NA,NA,NA,44.33410645,-94.06169891,anonymous,EN,A26HYP1WO5YM2F,qGphJD,0,10,2,2,2,5,5,5,2,50,50,22,10,8,8,66,Hired Kapernick,1,1,1,5,I dont know,36,1,5,5,5,2,,30.57142857,2
80,9/4/18 16:00,9/4/18 16:07,0,8.7.227.68,100,398,1,9/4/18 16:07,R_2WuNhCMGNAOCTaS,NA,NA,NA,NA,40.84829712,-73.97250366,anonymous,EN,A3UQA5OF3DDOI1,qGphJD,10,0,6,6,6,7,7,7,6,82,78,83,78,83,79,78,Colin Kaepernick of 'Just Do It' campaign,1,1,1,6,This was designed to test how people think about racism toward black people or African-American community in this country by using some examples like Colin Kaepernick's Just Do It campaign.,33,1,6,6,5,1,,80.14285714,6
81,9/4/18 16:04,9/4/18 16:07,0,166.164.37.178,100,167,1,9/4/18 16:07,R_2XagRHC8k4dlBXZ,NA,NA,NA,NA,34.05439758,-118.2440033,anonymous,EN,ATJVY9O4CY5EX,qGphJD,10,0,7,6,6,6,6,6,5,30,29,30,25,27,27,61,they unveiled a new ad with Colin Kaepernick,1,1,1,5,how are people feeling about nike's new ad.,25,2,2,2,3,3,,32.71428571,6.333333333
82,9/4/18 16:03,9/4/18 16:07,0,76.113.99.214,100,221,1,9/4/18 16:07,R_50XuOkWBkChr55v,NA,NA,NA,NA,32.30470276,-106.6417007,anonymous,EN,A1WO011N7G89N,qGphJD,2,8,4,5,4,4,4,5,3,50,40,27,20,27,7,40,I believe there was an issue recently with a football player named kaepernick.,1,1,1,4,I think it was testing whether I supported Black Lives Matter or Nike more.  Since Nike supports Black Lives matter (I believe) would I also want to support their cause with them.,27,2,2,3,3,3,,30.14285714,4.333333333
83,9/4/18 16:01,9/4/18 16:07,0,73.240.29.111,100,400,1,9/4/18 16:07,R_3JrXiKNgcxZurFt,NA,NA,NA,NA,45.51539612,-122.4980011,anonymous,EN,A1AXS8FVIXGB7O,qGphJD,5,5,6,7,6,6,6,4,5,10,20,0,5,1,1,10,not really,0,0,1,4,"Unless Nike is funding Black Lives Matter, I am not sure... :)",37,1,2,3,1,3,,6.714285714,6.333333333
84,9/4/18 16:04,9/4/18 16:07,0,107.12.182.11,100,177,1,9/4/18 16:07,R_2ZQArkF6ScbI7gZ,NA,NA,NA,NA,34.73860168,-76.7677002,anonymous,EN,A1QSN98P7DOIPR,qGphJD,0,10,2,2,2,5,5,5,5,29,40,40,24,17,20,28,Not familiar with any recent news,0,0,0,4,Something to do with how people feel about Nike and Black Lives Matter.,56,2,6,6,6,1,,28.28571429,2
85,9/4/18 16:01,9/4/18 16:07,0,76.93.163.37,100,376,1,9/4/18 16:07,R_0ilDrC5hU5sSDfP,NA,NA,NA,NA,32.65049744,-117.1492004,anonymous,EN,ADIXVUPICNIY4,qGphJD,2,8,4,4,4,6,6,6,6,70,70,70,50,75,70,80,Nope,0,0,0,4,Something about the relationship between BLM and Nike? and whether the opinions were correlated with eachother.,24,1,5,3,5,2,,69.28571429,4
86,9/4/18 16:04,9/4/18 16:07,0,162.203.200.148,100,191,1,9/4/18 16:07,R_2xQrPPsWhI9Sbue,NA,NA,NA,NA,28.39039612,-80.82330322,anonymous,EN,A32RBH50RJGUKY,qGphJD,0,10,1,1,1,2,2,2,2,1,1,1,1,1,1,1,Yes. Colin Kaepernick is in the new ad for Nike with a dumb quote.,1,1,1,6,Feelings towards BLM and Nike.,28,2,7,7,7,1,,1,1
87,9/4/18 16:05,9/4/18 16:07,0,142.129.18.134,100,134,1,9/4/18 16:07,R_1MQHcGc7VehJrwF,NA,NA,NA,NA,34.02810669,-117.9328003,anonymous,EN,A2SWQM5X54P1O5,qGphJD,5,5,6,6,6,6,6,6,6,90,90,91,91,91,92,90,colin kaepernick became the face of one of their ads and it caused a lot of controversy,1,1,1,7,I think this is about how people perceive controversial figures and groups,31,2,4,3,5,2,,90.71428571,6
88,9/4/18 16:05,9/4/18 16:07,0,76.90.230.194,100,129,1,9/4/18 16:07,R_Ovc06p1cjXwrJlf,NA,NA,NA,NA,34.09100342,-118.2942963,anonymous,EN,A1WLRHL0U23N38,qGphJD,10,0,7,7,7,6,6,6,5,1,2,8,1,1,2,23,none,0,0,0,6,Opinion on Black lives matter,28,2,2,2,2,3,,5.428571429,7
89,9/4/18 16:04,9/4/18 16:07,0,136.59.230.117,100,216,1,9/4/18 16:07,R_bseTIhadf70kCt3,NA,NA,NA,NA,33.78840637,-84.34909821,anonymous,EN,A1T8EFHGSEE3RD,qGphJD,1,9,7,7,7,6,7,7,5,81,93,87,38,74,45,86,They recently released an ad featuring Colin Kaepernick.,1,1,1,6,How people perceive a brand based on its attachment to a social issue that might be controversial.,36,2,1,1,1,3,,72,7
90,9/4/18 16:04,9/4/18 16:07,0,152.35.93.194,100,232,1,9/4/18 16:07,R_1mEMQmOIDBAgQ2I,NA,NA,NA,NA,35.90220642,-78.62830353,anonymous,EN,A5ZK7EFIUFBQP,qGphJD,0,10,7,7,7,5,5,6,2,14,31,39,35,36,13,43,I haven't heard any recent Nike news,0,0,0,5,If people would rather give money to a brand or a social movement,19,2,1,1,1,3,,30.14285714,7
91,9/4/18 16:02,9/4/18 16:07,0,73.189.144.59,100,307,1,9/4/18 16:07,R_UEzGBye6T9C4pgZ,NA,NA,NA,NA,37.80470276,-122.2124023,anonymous,EN,A3H2U99J1MU7VF,qGphJD,0,10,3,3,3,4,4,4,5,51,51,37,20,37,33,53,no,0,0,1,4,Attitude towards Black Lives Matter?,53,2,4,3,3,4,In the middle but leaning towards more liberal,40.28571429,3
92,9/4/18 16:04,9/4/18 16:08,0,73.88.71.9,100,210,1,9/4/18 16:08,R_vDp1xMGsJpWlaBH,NA,NA,NA,NA,32.86880493,-80.04000092,anonymous,EN,A3ANB70V6WYOZY,qGphJD,0,10,3,3,3,6,6,6,6,17,80,40,0,14,0,65,Colin Kaepernik is the new spokesman and it's sparking controversy because of his kneeling during The National Anthem last year,1,1,1,4,social awareness of racial current events,29,2,2,2,2,3,,30.85714286,3
93,9/4/18 16:05,9/4/18 16:08,0,143.59.57.6,100,128,1,9/4/18 16:08,R_2TZS30desegaFod,NA,NA,NA,NA,33.37339783,-84.85410309,anonymous,EN,A2AGDF3VY0L1QP,qGphJD,2,8,6,6,7,6,6,7,6,50,61,60,63,67,61,78,they signed Colin Kaepernick to a marketing deal,1,1,1,7,attitudes on a company that gets involved in political issues,32,1,2,2,3,3,,62.85714286,6.333333333
94,9/4/18 16:05,9/4/18 16:08,0,73.223.183.43,100,155,1,9/4/18 16:08,R_vVLa9rhc0CzAAuZ,NA,NA,NA,NA,37.0447998,-122.1020966,anonymous,EN,A23TGEQ4CG90PA,qGphJD,0,10,4,4,4,5,5,5,6,50,50,13,40,9,9,62,Nike signed Colin Kaepernick as an ambassador.,1,1,1,5,I think this survey is designed to see what people believe the impact of Nike signing Colin Kaepernick will do for the awareness of BLM and related movements.,26,1,2,1,3,3,,33.28571429,4
95,9/4/18 16:05,9/4/18 16:08,0,38.95.109.53,100,203,1,9/4/18 16:08,R_02RNsdCoxwJObjr,NA,NA,NA,NA,34.05439758,-118.2440033,anonymous,EN,A3SNUAW9KXRV94,qGphJD,0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Yes. They're signing entitled millionaires who hate america and Americans as sponsors of the brand.,1,1,1,7,Learning about how Americans perceive anti american brands like Nike.,23,1,5,4,7,2,,0,1
96,9/4/18 16:04,9/4/18 16:08,0,207.244.72.201,100,241,1,9/4/18 16:08,R_25tjlmQq9uNYCxX,NA,NA,NA,NA,38.77009583,-77.63210297,anonymous,EN,A181FRGCC1AIIU,qGphJD,5,5,4,4,4,4,4,4,4,51,51,52,52,53,54,53,no comment,0,0,0,4,"
no comment 
no comment 
no comment",30,1,4,4,4,1,,52.28571429,4
97,9/4/18 16:06,9/4/18 16:08,0,128.193.65.4,100,142,1,9/4/18 16:08,R_3PozgvowlEjrK33,NA,NA,NA,NA,44.56419373,-123.2789993,anonymous,EN,AVUCJU0PCJ7X3,qGphJD,5,5,6,6,6,4,4,4,4,30,20,17,16,19,15,15,none,0,0,1,4,reaction to the new spokesperson for nike and their association with pro-black protesting.,37,1,3,2,5,2,,18.85714286,6
98,9/4/18 16:05,9/4/18 16:08,0,107.214.195.97,100,205,1,9/4/18 16:08,R_1gqkDfh0jbd9LaT,NA,NA,NA,NA,35.37980652,-97.75980377,anonymous,EN,A3S98L5B1SR9P1,qGphJD,0,10,6,6,6,5,5,5,6,50,60,50,50,50,50,50,Colin Kaepernick is their new spokesperson,1,1,1,5,Preferences,29,1,2,2,2,3,,51.42857143,6
99,9/4/18 16:03,9/4/18 16:08,0,174.20.184.143,100,313,1,9/4/18 16:08,R_1l9Uk6mAwbkh2wn,NA,NA,NA,NA,44.94929504,-93.33630371,anonymous,EN,AOXZLW2G7FB3V,qGphJD,10,0,6,6,6,7,7,7,6,81,81,83,54,54,54,85,"Yes, football player who took knee during National Antham is new face of campaign",1,1,1,4,Determine impact on nike of new just do it campaign and Black lives matter,51,2,2,2,6,3,,70.28571429,6
100,9/4/18 16:02,9/4/18 16:08,0,184.56.219.38,100,358,1,9/4/18 16:08,R_29OpxpaKzp7JO81,NA,NA,NA,NA,42.10850525,-80.05000305,anonymous,EN,A28S1LD2Y0BUZ,qGphJD,0,10,5,5,5,3,3,3,2,10,11,10,9,11,9,8,"yes, Colin K. the new face of Nike. ",1,1,1,6,"To see if BLM and Colin K are the same demographic. For the record I don't believe it is, I think athletes like Colin K ruin it for the black community. I have nothing against having personal beliefs, but I don't believe the platform he chose was correct.",58,2,4,3,3,2,,9.714285714,5
101,9/4/18 16:01,9/4/18 16:08,0,196.17.251.37,100,432,1,9/4/18 16:08,R_2wFeEaPtXOmd3WD,NA,NA,NA,NA,39.09970093,-94.57859802,anonymous,EN,A3JF6PUKRL8CDC,qGphJD,9,1,6,6,6,6,6,6,5,67,61,68,74,72,70,75,The Nike x Kim Jones â€œFootball Reimaginedâ€ collection launches June 7 on nike.com and at select retail locations globally,0,0,1,4,Believe much,26,1,5,5,5,2,,69.57142857,6
102,9/4/18 16:04,9/4/18 16:08,0,63.158.200.44,100,246,1,9/4/18 16:08,R_23VMA2X7Gl4v2Dc,NA,NA,NA,NA,46.50810242,-114.1056976,anonymous,EN,AFUEPYL1FF15Y,qGphJD,0,10,3,3,3,3,3,3,1,50,30,1,1,1,1,1,"Colin Kaepernick is the new """"Just Do It"""" campaign spokesperson",1,1,1,5,To see if BLM attitudes had any relationship with Colin Kaepernick,37,2,4,4,5,2,,12.14285714,3
103,9/4/18 16:05,9/4/18 16:08,0,128.252.15.175,100,205,1,9/4/18 16:08,R_6rlJEDkuGDSCbL3,NA,NA,NA,NA,38.66569519,-90.32309723,anonymous,EN,A33KTX2Y4F5MNQ,qGphJD,0,10,6,7,6,6,6,6,6,60,60,50,50,77,63,63,"They recently made Colin K. the face of their 30th anniversary ad campaign, which has angered a lot of (bigoted) customers. Supporters are buying more Nike products, to show their appreciation for the brand's stand.",1,1,1,5,How perceptions of social movements affect brand perceptions.,30,2,1,1,1,3,,60.42857143,6.333333333
104,9/4/18 16:05,9/4/18 16:08,0,76.119.40.128,100,160,1,9/4/18 16:08,R_30nPcjrclMZKKqf,NA,NA,NA,NA,41.55070496,-72.09359741,anonymous,EN,APRT9QD3FKFHQ,qGphJD,0,10,5,5,5,6,7,7,7,75,76,50,58,11,33,69,no,0,0,1,4,My attitudes toward a specific brand based on who their spokes person is .,33,2,6,5,4,1,,53.14285714,5
105,9/4/18 16:04,9/4/18 16:08,0,72.130.142.126,100,244,1,9/4/18 16:08,R_r9m5QpZWSxupOtr,NA,NA,NA,NA,21.41160583,-158.0182953,anonymous,EN,AKMPF7KHSLMCW,qGphJD,5,5,6,6,6,6,6,6,5,51,51,51,64,52,64,79,no,0,0,1,1,how news affect people's perspective on Nike,44,2,6,6,6,1,,58.85714286,6
106,9/4/18 16:06,9/4/18 16:08,0,73.190.71.245,100,122,1,9/4/18 16:08,R_RWc1NsC4Rqx7Wnf,NA,NA,NA,NA,44.46980286,-123.3430023,anonymous,EN,A1EN8PN346P09T,qGphJD,2,8,5,5,5,4,4,4,5,40,40,40,40,63,1,18,Colin K. being featured on Nike.,1,1,1,5,Attitudes toward Nike give recent news.,22,2,5,4,6,1,,34.57142857,5
107,9/4/18 16:03,9/4/18 16:08,0,67.11.105.235,100,337,1,9/4/18 16:08,R_2h5dD9zG40wJC93,NA,NA,NA,NA,29.70809937,-98.47859955,anonymous,EN,A174VKTMI6268M,qGphJD,5,5,5,4,4,1,4,1,2,9,78,53,10,9,6,7,Yup.  The company took it a step too far. Now its un-American to support kneeling during the anthem. Move!,1,1,1,7,"What will Nike do after this poll?  There are several other """"black""""athletes that stand for the pledge who would have made a better spokesperson. Might as well chose Mike Tyson. ",42,1,4,4,4,2,,24.57142857,4.333333333
108,9/4/18 16:06,9/4/18 16:08,0,174.97.245.118,100,122,1,9/4/18 16:08,R_yTFWwK03lwH8pwd,NA,NA,NA,NA,39.46620178,-87.31479645,anonymous,EN,A36MOV8E6SYHCR,qGphJD,5,5,7,7,7,7,7,7,4,51,43,45,32,37,37,49,no,0,0,1,5,our knowledge of the BLM movement and our feelings about nike.,36,1,2,2,2,3,,42,7
109,9/4/18 16:04,9/4/18 16:08,0,146.185.185.122,100,250,1,9/4/18 16:08,R_1dAfgPptRnhRcVH,NA,NA,NA,NA,52.38240051,4.899505615,anonymous,EN,A3TEMR109AROAY,qGphJD,5,5,4,4,4,5,5,5,4,50,49,50,52,52,55,59,no comment,0,0,1,4,no comment,30,2,4,4,4,3,,52.42857143,4
110,9/4/18 16:06,9/4/18 16:08,0,45.46.82.76,100,139,1,9/4/18 16:08,R_3ixpPEgas6HcHer,NA,NA,NA,NA,44.88949585,-68.98770142,anonymous,EN,A2T11H7YI7QPGD,qGphJD,0,10,7,7,7,4,4,4,4,20,12,7,10,10,8,7,No,0,0,1,7,Unsure.,27,1,1,1,1,3,,10.57142857,7
111,9/4/18 16:01,9/4/18 16:08,0,190.87.51.69,100,431,1,9/4/18 16:08,R_3Pi2CZODyh7eN9q,NA,NA,NA,NA,13.73469543,-89.15139771,anonymous,EN,AT0ZDYO3A510P,qGphJD,5,5,7,7,7,7,7,7,7,100,100,100,100,100,100,100,NO,0,0,1,7,"KNOW THE OPINION OR THINK PEOPLE MAKE A BRAND.
",26,1,1,4,4,3,,100,7
112,9/4/18 16:05,9/4/18 16:08,0,107.196.29.75,100,231,1,9/4/18 16:09,R_1DUtss3zp8janOm,NA,NA,NA,NA,29.70779419,-95.47370148,anonymous,EN,A253YE10Q5JHMN,qGphJD,0,10,7,7,5,7,7,7,7,82,82,0,83,94,79,100,"Yes, the football player who kneel appeared in a series of ads for an anniversary celebration. The right wing people are outraged.  ",1,1,1,6,If the Coling incident affected people's perception of the Nike brand.,25,2,2,2,3,3,,74.28571429,6.333333333
113,9/4/18 16:06,9/4/18 16:09,0,67.184.95.227,100,171,1,9/4/18 16:09,R_2zNrINBxE0rRl1S,NA,NA,NA,NA,41.97340393,-88.20649719,anonymous,EN,A21Y7K669KM1PR,qGphJD,0,10,1,1,1,5,6,6,6,61,74,64,65,66,67,67,no,0,0,0,3,Attitudes toward Black Lives MAtter.,49,2,7,7,6,1,,66.28571429,1
114,9/4/18 16:04,9/4/18 16:09,0,172.58.172.221,100,290,1,9/4/18 16:09,R_aXIG4YrtFW2osFz,NA,NA,NA,NA,28.54449463,-81.37059784,anonymous,EN,A2NZY0KB86XJ2P,qGphJD,5,5,7,7,7,7,7,7,7,81,81,82,82,81,83,83,nike new sneaker commercal that came on tv,0,0,0,7,s survey on my preferance on BLM and nike brand.,30,2,1,1,1,3,,81.85714286,7
115,9/4/18 16:05,9/4/18 16:09,0,70.92.100.159,100,202,1,9/4/18 16:09,R_2cC4WpFON8RGUjh,NA,NA,NA,NA,37.8249054,-87.53340149,anonymous,EN,A3PN17H3QT51O,qGphJD,0,10,1,1,1,1,1,1,1,0,0,0,0,0,0,0,nothing from the past few decades,0,0,0,7,no idea,37,1,6,6,7,1,,0,1
116,9/4/18 16:06,9/4/18 16:09,0,198.200.158.140,100,177,1,9/4/18 16:09,R_3MmLfe3wjgvp9BA,NA,NA,NA,NA,34.605896,-86.98329926,anonymous,EN,AE5XS58ITVT84,qGphJD,5,5,5,5,5,6,6,6,7,68,62,84,53,59,36,73,None to my knowledge. Besides some NBA players signing with the brand,0,0,0,4,To see what we think about Black lives matter and Nike.,21,1,4,4,4,2,,62.14285714,5
117,9/4/18 16:05,9/4/18 16:09,0,180.4.187.171,100,254,1,9/4/18 16:09,R_3PeYiF4v9mLGcvf,NA,NA,NA,NA,26.21870422,127.6954956,anonymous,EN,A3F7Q7HJHPGGS9,qGphJD,1,9,7,7,7,7,7,7,7,100,100,100,19,20,53,100,Yes there is controversial issues because they use Kapernick on their ads. He is frowned upon because he kneeled during anthems in NFL games and Nike is getting backalsh for it.,1,1,1,7,To see if we care about social injustice and whether or not Nike affects the views of others on their brand because they used Kapernick for their ads.,33,2,4,4,4,2,,70.28571429,7
118,9/4/18 16:03,9/4/18 16:09,0,24.112.219.141,100,381,1,9/4/18 16:09,R_2cqpXJ3xPTz2piE,NA,NA,NA,NA,41.22250366,-80.25209808,anonymous,EN,A255YGJ5ID6KJ7,qGphJD,5,5,5,5,5,1,1,1,1,2,1,1,1,0,0,0,yes they named kaepernick the new spokes person for nike and as a daughter of a war vet im not happy about it.,1,1,1,3,To see if we are mad at black people because of Nike's decision. and no I'm not mad at anyone except Nike.,40,2,5,5,5,1,,0.714285714,5
119,9/4/18 16:05,9/4/18 16:09,0,75.106.20.122,100,256,1,9/4/18 16:09,R_3fUIJ1Oh72GVmke,NA,NA,NA,NA,37.02079773,-91.68689728,anonymous,EN,A33WFDFA0473QG,qGphJD,10,0,7,7,7,4,4,4,6,0,61,0,0,0,0,60,No,0,0,1,1,Abot the movement of Blacl Lives Matter,59,2,4,4,3,2,,17.28571429,7
120,9/4/18 16:03,9/4/18 16:09,0,108.74.200.94,100,357,1,9/4/18 16:09,R_556QjC0SZ8OkMbT,NA,NA,NA,NA,39.81500244,-85.78350067,anonymous,EN,A1TC14EZIN2DKF,qGphJD,0,10,6,7,6,5,4,5,5,1,84,35,1,1,1,38,"Keapernick signing, Serena clothing issue",1,1,1,6,don't know,36,1,3,2,4,3,,23,6.333333333
121,9/4/18 16:06,9/4/18 16:09,0,139.60.148.129,100,188,1,9/4/18 16:09,R_2TXDbTUPzGm9G8b,NA,NA,NA,NA,34.16130066,-87.99639893,anonymous,EN,A2F632QLHB23ZK,qGphJD,0,10,5,5,5,6,6,6,6,51,51,52,52,54,58,54,no,0,0,1,3,find out if i know anything about black lives matter and nike,29,2,7,7,7,1,,53.14285714,5
122,9/4/18 16:01,9/4/18 16:09,0,186.14.231.210,100,484,1,9/4/18 16:09,R_3O7hy0O0olIwPgN,NA,NA,NA,NA,10.63169861,-71.64060211,anonymous,EN,A1L0VJGHORX90B,qGphJD,5,5,7,7,7,7,7,7,7,86,93,96,73,59,88,100,Nike designs a special vest for Nadal with which to fight the heat,0,0,1,4,was designed to assess how much people are related to nike,28,1,3,6,5,3,,85,7
123,9/4/18 16:06,9/4/18 16:09,0,73.37.73.197,100,219,1,9/4/18 16:09,R_2tF0Tjv4cIWIaNm,NA,NA,NA,NA,45.54789734,-122.5014954,anonymous,EN,A8EK2WEXANZUY,qGphJD,0,10,3,3,3,4,4,4,1,2,8,2,1,1,1,1,NONE,0,0,0,3,i have no idea,42,2,6,5,6,1,,2.285714286,3
124,9/4/18 16:05,9/4/18 16:09,0,174.18.170.124,100,255,1,9/4/18 16:09,R_3lubNdlQCtpybgt,NA,NA,NA,NA,32.3368988,-111.0502014,anonymous,EN,A3RT82GOZ3OGJO,qGphJD,0,10,2,2,2,6,6,6,6,29,29,29,29,30,29,75,None,0,0,0,5,How I feel about having a black athlete being spokesperson for a brand I like and if that has any effect on my attitudes towards that brand.,67,1,6,6,6,1,,35.71428571,2
125,9/4/18 16:08,9/4/18 16:09,0,24.184.148.51,100,104,1,9/4/18 16:09,R_3j0dnIll4jAwyLL,NA,NA,NA,NA,40.15240479,-74.19779968,anonymous,EN,A1J6Z70T78B35V,qGphJD,0,10,3,3,1,4,4,4,3,15,17,18,18,19,22,13,people cutting the branding out of clothes,0,0,1,3,People's perception of BLM in connection with Nike,29,2,4,4,4,2,,17.42857143,2.333333333
